ordinal,source_id,name,slug,category,type,rarity,expansion,color,cost_dex,cost_int,cost_str,cost_holy,cost_neutral,cost_dexint,cost_dexstr,cost_intstr,cost_blood,observed_terms,okf_path
828,270698,Holy War,holy-war,Action,Divine,Legendary,Eclypse,Red,0,0,0,3,0,0,0,0,0,Ascend; Scars,cards/0828-holy-war-270698.okf.md
829,810652,Holy Water,holy-water,Item,Utility,Uncommon,Core Extended,Brown,0,0,0,0,0,0,0,0,0,Burning; HEALTH; One Use; Undead,cards/0829-holy-water-810652.okf.md
830,467671,Houroboros,houroboros,Equipment,Utility,Legendary,Eclypse,Aqua,0,0,0,0,1,0,0,0,0,Activate; Deplete; Durability; Foretell; foretell+3; Reactivates; Take; Tide,cards/0830-houroboros-467671.okf.md
831,945700,Howl (Companion),howl-companion,Action,Utility,Uncommon,Synthesis,Orange,0,0,0,0,1,0,0,0,0,Advantage; Bane; Inflict,cards/0831-howl-companion-945700.okf.md
832,709587,Humility,humility,Action,Divine,Rare,Core,Gold,0,0,0,0,0,0,0,0,0,Dispel,cards/0832-humility-709587.okf.md
833,14680,Hungering Strike,hungering-strike,Action,Melee,Uncommon,Metaprogress,Orange,0,0,0,0,0,0,1,0,2,Execute; Lifedrain,cards/0833-hungering-strike-14680.okf.md
834,398293,Hunter's Mark,hunter-s-mark,Action,Utility,Uncommon,Core,Orange,0,0,0,0,0,0,0,0,0,HEALTH,cards/0834-hunter-s-mark-398293.okf.md
835,638016,Hunter's Presence,hunter-s-presence,Enchantment,Utility,Legendary,None,Blue,0,0,0,0,0,0,0,0,0,Critical Hit; Ferocity,cards/0835-hunter-s-presence-638016.okf.md
836,810998,Hush,hush,Action,Utility,Rare,Infinitum,Green,1,0,0,0,0,0,0,0,0,Add; Inflict; Jinxed; Snare; Snares; snares,cards/0836-hush-810998.okf.md
837,440784,Hydroform,hydroform,Action,Utility,Rare,Catalyst,Aqua,0,0,0,0,0,2,0,0,0,Clone,cards/0837-hydroform-440784.okf.md
838,535132,Hydromancy,hydromancy,Action,Utility,Rare,Catalyst,Aqua,0,0,0,0,0,1,0,0,0,Change; Charges; DEX; Ebb; Flow; For; INT; Tide,cards/0838-hydromancy-535132.okf.md
839,240622,Hymn of Conviction,hymn-of-conviction,Hymn,Divine,Rare,Synthesis,Gold,0,0,0,1,0,0,0,0,0,Burning; Inflict,cards/0839-hymn-of-conviction-240622.okf.md
840,2406221,Hymn of Conviction I,hymn-of-conviction-i,Hymn,Divine,Rare,None,Gold,0,0,0,0,0,0,0,0,0,Burning; Inflict,cards/0840-hymn-of-conviction-i-2406221.okf.md
841,2406222,Hymn of Conviction II,hymn-of-conviction-ii,Hymn,Divine,Rare,None,Gold,0,0,0,0,0,0,0,0,0,Burning; Inflict,cards/0841-hymn-of-conviction-ii-2406222.okf.md
842,2406223,Hymn of Conviction III,hymn-of-conviction-iii,Hymn,Divine,Rare,None,Gold,0,0,0,0,0,0,0,0,0,Burning; Inflict,cards/0842-hymn-of-conviction-iii-2406223.okf.md
843,625448,Hymn of Light,hymn-of-light,Action,Divine,Common,Infinitum,Gold,0,0,0,0,1,0,0,0,0,HOLYHOLY; HOLYHOLYHOLY; HOLYHOLYHOLYHOLY,cards/0843-hymn-of-light-625448.okf.md
844,470886,Hymn of Light I,hymn-of-light-i,Hymn,Divine,Common,None,Gold,0,0,0,0,0,0,0,0,0,Gain HOLYHOLY,cards/0844-hymn-of-light-i-470886.okf.md
845,133556,Hymn of Light II,hymn-of-light-ii,Hymn,Divine,Common,None,Gold,0,0,0,0,0,0,0,0,0,Gain HOLYHOLYHOLY,cards/0845-hymn-of-light-ii-133556.okf.md
846,445572,Hymn of Light III,hymn-of-light-iii,Hymn,Divine,Common,None,Gold,0,0,0,0,0,0,0,0,0,Gain HOLYHOLYHOLYHOLY,cards/0846-hymn-of-light-iii-445572.okf.md
847,781627,Hymn of Mercy,hymn-of-mercy,Hymn,Divine,Common,Synthesis,Gold,0,0,0,1,0,0,0,0,0,Charmed; Inflict,cards/0847-hymn-of-mercy-781627.okf.md
848,7816271,Hymn of Mercy I,hymn-of-mercy-i,Hymn,Divine,Common,None,Gold,0,0,0,0,0,0,0,0,0,Charmed; Inflict,cards/0848-hymn-of-mercy-i-7816271.okf.md
849,7816272,Hymn of Mercy II,hymn-of-mercy-ii,Hymn,Divine,Common,None,Gold,0,0,0,0,0,0,0,0,0,Charmed; Inflict,cards/0849-hymn-of-mercy-ii-7816272.okf.md
850,7816273,Hymn of Mercy III,hymn-of-mercy-iii,Hymn,Divine,Common,None,Gold,0,0,0,0,0,0,0,0,0,Charmed; Inflict,cards/0850-hymn-of-mercy-iii-7816273.okf.md
851,591990,Hymn of Penance,hymn-of-penance,Action,Divine,Rare,Metamorphosis,Gold,0,0,0,1,0,0,0,0,0,Piercing,cards/0851-hymn-of-penance-591990.okf.md
852,191179,Hymn of Penance I,hymn-of-penance-i,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Piercing,cards/0852-hymn-of-penance-i-191179.okf.md
853,966979,Hymn of Penance II,hymn-of-penance-ii,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Piercing,cards/0853-hymn-of-penance-ii-966979.okf.md
854,103433,Hymn of Penance III,hymn-of-penance-iii,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Piercing,cards/0854-hymn-of-penance-iii-103433.okf.md
855,13967,Hymn of Power,hymn-of-power,Action,Divine,Common,Metamorphosis,Gold,0,0,0,1,0,0,0,0,0,Blessings,cards/0855-hymn-of-power-13967.okf.md
856,750950,Hymn of Power I,hymn-of-power-i,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Blessings,cards/0856-hymn-of-power-i-750950.okf.md
857,526140,Hymn of Power II,hymn-of-power-ii,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Blessings,cards/0857-hymn-of-power-ii-526140.okf.md
858,856257,Hymn of Power III,hymn-of-power-iii,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Blessings,cards/0858-hymn-of-power-iii-856257.okf.md
859,341772,Hymn of Vitality,hymn-of-vitality,Action,Divine,Legendary,Metamorphosis,Gold,0,0,0,1,0,0,0,0,0,HEALTH,cards/0859-hymn-of-vitality-341772.okf.md
860,869631,Hymn of Vitality I,hymn-of-vitality-i,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,HEALTH,cards/0860-hymn-of-vitality-i-869631.okf.md
861,444150,Hymn of Vitality II,hymn-of-vitality-ii,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,HEALTH,cards/0861-hymn-of-vitality-ii-444150.okf.md
862,7448,Hymn of Vitality III,hymn-of-vitality-iii,Hymn,Divine,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,HEALTH,cards/0862-hymn-of-vitality-iii-7448.okf.md
863,292406,Hypnosis,hypnosis,Action,Utility,Common,Synthesis,Blue,0,1,0,0,0,0,0,0,0,Choose One; Consumes; Focus; Play,cards/0863-hypnosis-292406.okf.md
864,682514,Hypnosis 1,hypnosis-1,Action,Utility,Common,None,Blue,0,1,0,0,0,0,0,0,0,Delve,cards/0864-hypnosis-1-682514.okf.md
865,27542,Hypnosis 2,hypnosis-2,Action,Utility,Common,None,Blue,0,1,0,0,0,0,0,0,0,Delve,cards/0865-hypnosis-2-27542.okf.md
866,452500,Ice Lance,ice-lance,Action,Magic,Uncommon,Core,Blue,0,2,0,0,0,0,0,0,0,Critical Hit; Frozen,cards/0866-ice-lance-452500.okf.md
867,23553,Iceblast,iceblast,Action,Magic,Uncommon,Core,Blue,0,2,0,0,0,0,0,0,0,Frozen; Inflict,cards/0867-iceblast-23553.okf.md
868,871945,Idolize,idolize,Action,Utility,Rare,Catalyst,Orange,0,0,0,0,0,0,1,0,0,Charges; Summon; Totem,cards/0868-idolize-871945.okf.md
869,236987,Ill-Gotten Gains,ill-gotten-gains,Action,Utility,Legendary,Core,Monster,0,0,0,0,1,0,0,0,0,GOLD; Greed; One Use,cards/0869-ill-gotten-gains-236987.okf.md
870,806832,Illumination,illumination,Action,Divine,Uncommon,Catalyst,Gold,0,0,0,1,0,0,0,0,0,Bury; Gain HOLY; tempValue,cards/0870-illumination-806832.okf.md
871,291508,Illusionary Arms,illusionary-arms,Enchantment,Utility,Legendary,Core,Aqua,0,0,0,0,0,1,0,0,0,Basic Attack,cards/0871-illusionary-arms-291508.okf.md
872,232596,Illusionary Presence,illusionary-presence,Enchantment,Utility,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Action; Conjure,cards/0872-illusionary-presence-232596.okf.md
873,978765,Imaginarium,imaginarium,Action,Utility,Legendary,Synthesis,Blue,0,4,0,0,0,0,0,0,0,ANY INT; Delve; Psionic,cards/0873-imaginarium-978765.okf.md
874,549148,Imp Offer,imp-offer,Action,Corruption,Legendary,None,Black,0,0,0,0,0,0,0,0,0,Anger; GOLD; roundNumber*2,cards/0874-imp-offer-549148.okf.md
875,596425,Imp Offer 1,imp-offer-1,Action,Corruption,Legendary,None,Black,0,0,0,0,0,0,0,0,0,Afflictions; Anger; my(status)Anger,cards/0875-imp-offer-1-596425.okf.md
876,571703,Imp Offer 2,imp-offer-2,Action,Corruption,Legendary,None,Black,0,0,0,0,0,0,0,0,0,Anger; GOLD; Lose; my(status)Anger,cards/0876-imp-offer-2-571703.okf.md
877,809465,Imp Offer 3,imp-offer-3,Action,Corruption,Legendary,None,Black,0,0,0,0,0,0,0,0,0,difficulty*3; HEALTH; Lose,cards/0877-imp-offer-3-809465.okf.md
878,260468,Imp Offer 4,imp-offer-4,Action,Corruption,Legendary,None,Black,0,0,0,0,0,0,0,0,0,chapter*10; HEALTH,cards/0878-imp-offer-4-260468.okf.md
879,143866,Imp Offer 5,imp-offer-5,Action,Corruption,Legendary,None,Black,0,0,0,0,0,0,0,0,0,Random Enchantment,cards/0879-imp-offer-5-143866.okf.md
880,928401,Imp Offer 6,imp-offer-6,Action,Corruption,Legendary,None,Black,0,0,0,0,0,0,0,0,0,Anger; Bury; my(status)Anger,cards/0880-imp-offer-6-928401.okf.md
881,207239,Impending Doom,impending-doom,Action,Utility,Uncommon,Catalyst,Aqua,0,0,0,0,0,1,0,0,0,Channel; Doom; Focus; my(status)Focus; Turn,cards/0881-impending-doom-207239.okf.md
882,106461,Imprint,imprint,Action,Utility,Rare,Infinitum,Blue,0,1,0,0,0,0,0,0,0,Magic Action,cards/0882-imprint-106461.okf.md
883,707867,Improvision,improvision,Action,Utility,Rare,Synthesis,Green,1,0,0,0,0,0,0,0,0,Charges,cards/0883-improvision-707867.okf.md
884,486592,Incendiary Ammo,incendiary-ammo,Action,Utility,Common,Infinitum,Red,0,0,0,0,1,0,0,0,0,Burning; Hit; Ranged Actions,cards/0884-incendiary-ammo-486592.okf.md
885,52064,Inevitable End,inevitable-end,Enchantment,Utility,Rare,Eclypse,Aqua,0,0,0,0,0,1,0,0,2,damageBonus+1; Doom; Upgradeable,cards/0885-inevitable-end-52064.okf.md
886,161487,Infernal Contract,infernal-contract,Item,Corruption,Legendary,Core,Black,0,0,0,0,0,0,0,0,3,Corrupted; HEALTH; Impervious,cards/0886-infernal-contract-161487.okf.md
887,730258,Infernal Racket,infernal-racket,Action,Monster,Rare,Core Extended,Monster,0,0,0,0,0,0,0,0,2,Delirious; Gain Anger; On Draw,cards/0887-infernal-racket-730258.okf.md
888,6666666,InfernalOffering,infernaloffering,Offering,Utility,Legendary,None,None,0,0,0,0,0,0,0,0,0,Infernal Offerings; Placeholder,cards/0888-infernaloffering-6666666.okf.md
889,328774,Inner Demon,inner-demon,Action,Corruption,Common,Eclypse,Purple,0,0,0,0,0,0,0,1,0,Anger; Defiled; permaValue; Waning,cards/0889-inner-demon-328774.okf.md
890,65604,Innervation,innervation,Action,Utility,Uncommon,Core Extended,Orange,0,0,0,0,0,0,1,0,0,Chain; Channel; Conjure; Critical Hit; Lightning; my(status)Chain,cards/0890-innervation-65604.okf.md
891,977087,Insidious Strike,insidious-strike,Action,Melee,Common,Core,Green,1,0,0,0,0,0,0,0,0,Damage; sinister; Sinister,cards/0891-insidious-strike-977087.okf.md
892,32292,Inspiring Shanty,inspiring-shanty,Conjuration,Utility,Common,None,Green,0,0,0,0,0,0,0,0,0,Perform,cards/0892-inspiring-shanty-32292.okf.md
893,851426,Intervention,intervention,Conjuration,Divine,Rare,None,Gold,0,0,0,0,0,0,0,0,0,Firecast; Impervious; Rally,cards/0893-intervention-851426.okf.md
894,801227,Into the Pot,into-the-pot,Action,Utility,Uncommon,Eclypse,Blue,0,1,0,0,0,0,0,0,0,damageBonus; HEALTH; Potion; Slay; Upgradeable,cards/0894-into-the-pot-801227.okf.md
895,451504,Invocation,invocation,Action,Utility,Rare,Core Extended,Purple,0,0,0,0,0,0,0,1,0,Blessings; Gain HOLY; HEALTH; myBlessings,cards/0895-invocation-451504.okf.md
896,338628,Ire of Serem-Pek,ire-of-serem-pek,Enchantment,Utility,Common,None,Black,0,0,0,0,0,0,0,0,0,Combat; Gain Doom; HEALTH,cards/0896-ire-of-serem-pek-338628.okf.md
897,966397,Iron Blood,iron-blood,Action,Corruption,Common,Synthesis,Purple,0,0,0,0,0,0,0,0,0,Armor; my(status)Armor; Take,cards/0897-iron-blood-966397.okf.md
898,318815,Judgment,judgment,Action,Divine,Common,Core Extended,Gold,0,0,0,1,0,0,0,0,0,Gains; Zeal Piercing,cards/0898-judgment-318815.okf.md
899,923139,Juggling Balls,juggling-balls,Equipment,Utility,Uncommon,Eclypse,Brown,0,0,0,0,2,0,0,0,0,Activate; Deplete; Durability; Perform; Tada,cards/0899-juggling-balls-923139.okf.md
900,275464,Juggling Balls Effect,juggling-balls-effect,Equipment,Utility,Uncommon,None,Brown,0,0,0,0,2,0,0,0,0,Activate; Durability; Perform,cards/0900-juggling-balls-effect-275464.okf.md
901,208373,Junk Dive,junk-dive,Action,Utility,Common,Synthesis,Green,1,0,0,0,0,0,0,0,0,allEnergy; Delve; Junk; Reduce,cards/0901-junk-dive-208373.okf.md
902,432299,Junklord,junklord,Enchantment,Utility,Rare,Synthesis,Green,1,0,0,0,0,0,0,0,0,,cards/0902-junklord-432299.okf.md
903,195234,Junkyard,junkyard,Location,Utility,Common,Synthesis,Green,1,0,0,0,0,0,0,0,0,Add; damageBonus+1; Junk; Play; s; Scrap Pile; Starts; Turn; Upgradeable,cards/0903-junkyard-195234.okf.md
904,484555,Karma Strike,karma-strike,Action,Utility,Common,Core,Aqua,0,0,0,0,0,1,0,0,0,Attacks; Make Basic,cards/0904-karma-strike-484555.okf.md
905,315890,Katana,katana,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,2,0,0,0,0,Critical Hit; Reduce,cards/0905-katana-315890.okf.md
906,93071,Keelhaul,keelhaul,Action,Utility,Common,Eclypse,Green,1,0,0,0,0,0,0,0,0,Drowning; Gain Sinister; Inflict; Persistent; sinister; Sinister; Tidal,cards/0906-keelhaul-93071.okf.md
907,23071,Keelhaul (Tides),keelhaul-tides,Action,Utility,Common,Eclypse,Green,3,0,0,0,0,0,0,0,0,Inflict Drowning; Persistent; sinister; Sinister,cards/0907-keelhaul-tides-23071.okf.md
908,754108,Khanjali,khanjali,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Inflict Poison; sinister; Sinister,cards/0908-khanjali-754108.okf.md
909,335015,Killer Instincts,killer-instincts,Enchantment,Utility,Uncommon,Core,Orange,0,0,0,0,0,0,1,0,0,Ambush,cards/0909-killer-instincts-335015.okf.md
910,209283,Kitchen Brawl,kitchen-brawl,Action,Melee,Common,Eclypse,Red,0,0,2,0,0,0,0,0,0,Ingredient; tempValue+1,cards/0910-kitchen-brawl-209283.okf.md
911,798367,Kitchen Raid,kitchen-raid,Action,Utility,Common,Eclypse,Red,0,0,1,0,0,0,0,0,0,Create; Frenzy; Ingredient,cards/0911-kitchen-raid-798367.okf.md
912,385148,Knowledge,knowledge,Revelation,Utility,Legendary,Core Extended,Aqua,0,0,0,0,0,0,0,0,0,Focus,cards/0912-knowledge-385148.okf.md
913,65562,Knuckles,knuckles,Basic Attack,Melee,Common,Core,Brown,0,0,0,0,1,0,0,0,0,Cascade; Conjure,cards/0913-knuckles-65562.okf.md
914,254755,Lacerate,lacerate,Action,Melee,Common,Core,Orange,0,0,0,0,0,0,1,0,0,Bleeding; Inflict,cards/0914-lacerate-254755.okf.md
915,756490,Landsmeet,landsmeet,Action,Utility,Rare,Catalyst,Purple,0,0,0,0,0,0,0,1,0,Banner; banners; Delve; Treaty,cards/0915-landsmeet-756490.okf.md
916,292362,Larceny,larceny,Action,Utility,Uncommon,Catalyst,Green,0,0,0,0,0,0,0,0,0,Charges; Steal,cards/0916-larceny-292362.okf.md
917,379023,Larceny DEX,larceny-dex,Action,Utility,Uncommon,None,Green,0,0,0,0,0,0,0,0,0,DEX; Steal,cards/0917-larceny-dex-379023.okf.md
918,179151,Larceny HOLY,larceny-holy,Action,Utility,Uncommon,None,Gold,0,0,0,0,0,0,0,0,0,HOLY; Steal,cards/0918-larceny-holy-179151.okf.md
919,786491,Larceny INT,larceny-int,Action,Utility,Uncommon,None,Blue,0,0,0,0,0,0,0,0,0,INT; Steal,cards/0919-larceny-int-786491.okf.md
920,183022,Larceny STR,larceny-str,Action,Utility,Uncommon,None,Red,0,0,0,0,0,0,0,0,0,Steal; STR,cards/0920-larceny-str-183022.okf.md
921,610891,Lash Out,lash-out,Action,Melee,Common,None,Red,0,0,0,0,0,0,0,0,0,Can; Melee,cards/0921-lash-out-610891.okf.md
922,41020029,Last Laugh,last-laugh,Action,Corruption,Common,Core Extended,Black,0,0,0,0,0,0,0,0,1,Bane; Fear; Finale; Inflict; Maximum HEALTH; Swap,cards/0922-last-laugh-41020029.okf.md
923,300395,Last Stand,last-stand,Action,Utility,Legendary,Core,Red,0,0,1,0,0,0,0,0,0,Gain Armor; myMissingHealth,cards/0923-last-stand-300395.okf.md
924,65245,Lay In Wait,lay-in-wait,Action,Utility,Common,Core,Green,1,0,0,0,0,0,0,0,0,Critical Hit; Evasion,cards/0924-lay-in-wait-65245.okf.md
925,644722,Lay of the Land,lay-of-the-land,Action,Utility,Common,Synthesis,Green,1,0,0,0,0,0,0,0,0,Charges; Delve; Scrap Deck,cards/0925-lay-of-the-land-644722.okf.md
926,402637,Lead Pipe,lead-pipe,Item,Melee,Common,Synthesis,Brown,0,0,0,0,1,0,0,0,0,Dazed; Inflict; On Hit; One Use; Persistent; Untempered,cards/0926-lead-pipe-402637.okf.md
927,139557,Lead the Charge,lead-the-charge,Action,Utility,Common,Catalyst,Purple,0,0,0,0,1,0,0,0,0,Banner; Blessing; Gain Rally; Memorized; ownedbanners; Repeat,cards/0927-lead-the-charge-139557.okf.md
928,216030,Leaping Shot,leaping-shot,Action,Ranged,Common,Core,Green,0,0,0,0,0,0,0,0,0,Evasion,cards/0928-leaping-shot-216030.okf.md
929,510811,Leave a Mark,leave-a-mark,Action,Melee,Uncommon,Catalyst,Orange,0,0,0,0,0,0,1,0,1,Ferocity; Flanking; Inflict Marked,cards/0929-leave-a-mark-510811.okf.md
930,353649,Legplates,legplates,Equipment,Utility,Rare,Synthesis,Purple,0,0,0,0,2,0,0,0,0,Activate; Durability; Equipment,cards/0930-legplates-353649.okf.md
931,413581,Leo's Pride,leo-s-pride,Path,Utility,Rare,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Advance; After; Evasion; Focus,cards/0931-leo-s-pride-413581.okf.md
932,814109,Leo's Pride II,leo-s-pride-ii,Path,Utility,Rare,None,Aqua,0,0,0,0,0,1,0,0,0,Advance; After; Focus,cards/0932-leo-s-pride-ii-814109.okf.md
933,372350,Leo's Pride III,leo-s-pride-iii,Path,Utility,Rare,None,Aqua,0,0,0,0,0,1,0,0,0,After; Delve; Focus; Revelation,cards/0933-leo-s-pride-iii-372350.okf.md
934,750449,Lethal,lethal,Adaptation,Utility,Common,None,Red,0,0,0,0,0,0,0,0,0,Critical Hit; Inflict; On Hit,cards/0934-lethal-750449.okf.md
935,682095,Lieutenant,lieutenant,Enchantment,Utility,Legendary,None,Purple,0,0,0,0,0,0,0,0,0,,cards/0935-lieutenant-682095.okf.md
936,281179,Lifedrinker Venom,lifedrinker-venom,Item,Utility,Rare,Core,Brown,0,0,0,0,0,0,0,0,1,Gain HEALTH; One Use,cards/0936-lifedrinker-venom-281179.okf.md
937,401063,Lifelink,lifelink,Enchantment,Utility,Rare,Metamorphosis,Blue,0,2,0,0,0,0,0,0,1,Barrier; BLOOD,cards/0937-lifelink-401063.okf.md
938,714239,Lifepod,lifepod,Action,Utility,Rare,Metamorphosis,Aqua,0,0,0,0,0,1,0,0,0,HEALTH; Regenerate,cards/0938-lifepod-714239.okf.md
939,845696,Lightning Attunement,lightning-attunement,Attunement,Magic,Common,Catalyst,Blue,0,0,0,0,0,0,0,0,0,Attune; Element; Lightning Action,cards/0939-lightning-attunement-845696.okf.md
940,755228,Lightning Bolt,lightning-bolt,Action,Magic,Common,Core,Blue,0,1,0,0,0,0,0,0,0,Chain,cards/0940-lightning-bolt-755228.okf.md
941,191435,Lightning Rod,lightning-rod,Artifact,Utility,Uncommon,Catalyst,Blue,0,1,0,0,0,0,0,0,0,Chain; damageBonus+3; Shocked; Upgradeable,cards/0941-lightning-rod-191435.okf.md
942,966324,Lightning Shield,lightning-shield,Action,Magic,Common,Catalyst,Blue,0,1,0,0,0,0,0,0,0,Attune; Barrier; Chain,cards/0942-lightning-shield-966324.okf.md
943,502626,Living Fort,living-fort,Action,Utility,Uncommon,Metaprogress,Red,0,0,1,0,0,0,0,0,0,Armor; Gain Fortified,cards/0943-living-fort-502626.okf.md
944,631394,Lock and Load,lock-and-load,Action,Utility,Rare,Infinitum,Red,0,0,1,0,0,0,0,0,0,Ammo; Bomb; Conjure; Reload,cards/0944-lock-and-load-631394.okf.md
945,682267,Lockbox,lockbox,Item,Corruption,Uncommon,None,Brown,0,0,0,0,2,0,0,0,0,GOLD; Lose; One Use; permaimprint,cards/0945-lockbox-682267.okf.md
946,754221,Longsword,longsword,Basic Attack,Melee,Common,Core,Brown,0,0,0,0,1,0,0,0,0,Armor; damageBonus+2; Upgradeable,cards/0946-longsword-754221.okf.md
947,203564,Lost Lagoon,lost-lagoon,Location,Utility,Legendary,Eclypse,Green,1,0,0,0,2,0,0,0,0,Grounded; Location; Persistent; Swap; Tide; Unplayable,cards/0947-lost-lagoon-203564.okf.md
948,49747,Love Potion,love-potion,Item,Utility,Uncommon,Metamorphosis,Brown,0,0,0,0,0,0,0,0,0,Add; Charmed; Glimmer; Inflict; One Use,cards/0948-love-potion-49747.okf.md
949,574305,Lovestruck,lovestruck,Enchantment,Utility,Rare,Metamorphosis,Green,2,0,0,0,0,0,0,0,0,Charmed; Critical Hits,cards/0949-lovestruck-574305.okf.md
950,184764,Luck of the Draw,luck-of-the-draw,Action,Utility,Uncommon,Catalyst,Green,0,0,0,0,0,0,0,0,0,,cards/0950-luck-of-the-draw-184764.okf.md
951,851494,Lucky Coin,lucky-coin,Item,Divine,Rare,Catalyst,Gold,0,0,0,0,0,0,0,0,0,GOLD; Lose,cards/0951-lucky-coin-851494.okf.md
952,491862,Lunging Strike,lunging-strike,Action,Melee,Common,Catalyst,Red,0,0,1,0,0,0,0,0,0,Enter Steady; Stance,cards/0952-lunging-strike-491862.okf.md
953,256570,Lust,lust,Action,Corruption,Common,Core,Black,0,0,0,0,0,0,0,0,0,Unplayable; Vulnerable,cards/0953-lust-256570.okf.md
954,826375,Lust for Battle,lust-for-battle,Action,Utility,Uncommon,Core,Red,0,0,1,0,0,0,0,0,0,Add; Anger; attacksInEnemyHand; Fury,cards/0954-lust-for-battle-826375.okf.md
955,198573,Lust for Blood,lust-for-blood,Action,Corruption,Rare,Catalyst,Orange,0,0,0,0,0,0,1,0,2,Bleeding; Darkness; Gain Ferocity,cards/0955-lust-for-blood-198573.okf.md
956,212747,Mage Armor,mage-armor,Action,Magic,Uncommon,Core,Blue,0,1,0,0,0,0,0,0,0,Barrier; Chain; The Barrier,cards/0956-mage-armor-212747.okf.md
957,707179,Magebane,magebane,Adaptation,Utility,Common,None,Purple,0,0,0,0,0,0,0,0,0,Blessing; Dispel; On Hit,cards/0957-magebane-707179.okf.md
958,215762,Mageblade,mageblade,Action,Melee,Common,Core,Purple,0,0,0,0,0,0,0,1,0,Focus; Magic; While,cards/0958-mageblade-215762.okf.md
959,843524,Majatome,majatome,Basic Attack,Melee,Legendary,Infinitum,Brown,0,0,0,0,2,0,0,0,0,Execute; Lifedrain; Maximum Health; otherMaxHealth,cards/0959-majatome-843524.okf.md
960,192262,Majestic Grandeur,majestic-grandeur,Enchantment,Utility,Legendary,Eclypse,Brown,0,0,0,0,3,0,0,0,0,After; Charmed; Legendary; Maximum HEALTH,cards/0960-majestic-grandeur-192262.okf.md
961,166269,Majestic Grandeur Listener,majestic-grandeur-listener,Enchantment,Utility,Legendary,None,Brown,0,0,0,0,3,0,0,0,0,After; Charmed; Legendary; Maximum HEALTH,cards/0961-majestic-grandeur-listener-166269.okf.md
962,60377,Majestic Mind,majestic-mind,Action,Utility,Rare,Metaprogress,Aqua,0,0,0,0,0,1,0,0,0,Conjure; Dragon; Turn,cards/0962-majestic-mind-60377.okf.md
963,795845,Maki Tagdahar,maki-tagdahar,Enchantment,Utility,Legendary,None,Blue,0,0,0,0,0,0,0,0,0,Critical Hit; Ferocity,cards/0963-maki-tagdahar-795845.okf.md
964,571868,Malignance,malignance,Action,Corruption,Common,Metamorphosis,Black,0,0,0,0,0,0,0,0,0,Anger; On Draw; Take; Unplayable,cards/0964-malignance-571868.okf.md
965,824648,Mantra Mastery,mantra-mastery,Action,Utility,Rare,Synthesis,Aqua,0,0,0,0,0,1,0,0,0,Increase; Mantras; Scholar; Trigger; Turn,cards/0965-mantra-mastery-824648.okf.md
966,947762,Mantra of Mind,mantra-of-mind,Mantra,Utility,Common,Synthesis,Aqua,0,0,0,0,0,0,0,0,0,(cardvalue); Focus,cards/0966-mantra-of-mind-947762.okf.md
967,894140,Mantra of Pain,mantra-of-pain,Mantra,Utility,Common,Synthesis,Aqua,0,0,0,0,0,0,0,0,0,(cardvalue),cards/0967-mantra-of-pain-894140.okf.md
968,6888700,Mantra of Soul,mantra-of-soul,Mantra,Utility,Common,Synthesis,Aqua,0,0,0,0,0,0,0,0,0,(cardvalue); Basic Attacks,cards/0968-mantra-of-soul-6888700.okf.md
969,587299,Mantra of Stone,mantra-of-stone,Mantra,Utility,Common,Synthesis,Aqua,0,0,0,0,0,0,0,0,0,(cardvalue); Barrier,cards/0969-mantra-of-stone-587299.okf.md
970,671295,Mantra of Time,mantra-of-time,Mantra,Utility,Common,Synthesis,Aqua,0,0,0,0,0,0,0,0,0,(cardvalue); Momentum,cards/0970-mantra-of-time-671295.okf.md
971,6888701,MantraSoulEffect,mantrasouleffect,Mantra,Utility,Rare,None,Aqua,0,0,0,0,0,0,0,0,0,(cardvalue); Basic Attacks,cards/0971-mantrasouleffect-6888701.okf.md
972,940610,Map of Forms,map-of-forms,Artifact,Utility,Rare,None,Brown,0,0,0,0,1,0,0,0,0,After; Determines; Grounded; One Use; Plunder; Sunforge; TYPE,cards/0972-map-of-forms-940610.okf.md
973,940611,Map of Forms 1,map-of-forms-1,Item,Utility,Rare,None,Brown,0,0,0,0,1,0,0,0,0,All; Melee,cards/0973-map-of-forms-1-940611.okf.md
974,940612,Map of Forms 2,map-of-forms-2,Item,Utility,Rare,None,Brown,0,0,0,0,1,0,0,0,0,All; Ranged,cards/0974-map-of-forms-2-940612.okf.md
